Iter,GalaPoints,GalaRank,GF_Result,GL_Result,GalaLostFrankfurt,GalaWonFrankfurt
985,7,28,L,L,1,0
986,9,28,D,W,0,0
987,6,32,L,D,1,0
988,8,26,L,W,1,0
989,12,18,L,D,1,0
990,14,9,D,L,0,0
991,8,28,L,L,1,0
992,13,11,L,W,1,0
993,12,14,D,L,0,0
994,9,23,L,L,1,0
995,7,31,L,D,1,0
996,9,23,L,W,1,0
997,6,32,D,D,0,0
998,10,21,L,L,1,0
999,8,24,L,L,1,0
1000,12,16,W,D,0,1
1001,14,11,W,D,0,1
1002,13,14,W,L,0,1
1003,7,30,L,L,1,0
1004,12,14,L,L,1,0
1005,11,18,L,W,1,0
1006,9,22,W,D,0,1
1007,9,23,D,W,0,0
1008,13,11,L,L,1,0
1009,9,21,W,L,0,1
1010,14,13,D,W,0,0
1011,10,18,W,L,0,1
1012,12,15,L,L,1,0
1013,10,22,W,L,0,1
1014,6,33,D,L,0,0
1015,13,11,L,L,1,0
1016,13,12,L,W,1,0
1017,10,21,W,L,0,1
1018,14,9,W,D,0,1
1019,8,29,L,D,1,0
1020,9,27,L,L,1,0
1021,13,17,D,D,0,0
1022,12,17,L,W,1,0
1023,6,32,D,D,0,0
1024,10,24,D,L,0,0
1025,7,29,L,W,1,0
1026,11,21,L,L,1,0
1027,14,10,W,W,0,1
1028,15,9,L,W,1,0
1029,8,24,L,L,1,0
1030,15,9,D,W,0,0
1031,7,30,L,W,1,0
1032,16,6,L,L,1,0
1033,10,22,D,D,0,0
1034,7,30,W,L,0,1
1035,10,26,L,L,1,0
1036,12,14,L,D,1,0
1037,17,2,W,D,0,1
1038,7,28,D,D,0,0
1039,9,25,L,D,1,0
1040,8,25,L,D,1,0
1041,14,11,L,L,1,0
1042,9,24,W,L,0,1
1043,11,18,L,D,1,0
1044,15,5,W,W,0,1
1045,12,15,W,L,0,1
1046,9,25,D,W,0,0
1047,6,32,W,D,0,1
1048,11,15,L,L,1,0
1049,4,35,D,L,0,0
1050,9,23,L,D,1,0
1051,4,32,L,W,1,0
1052,8,24,D,L,0,0
1053,16,5,W,L,0,1
1054,14,15,L,W,1,0
1055,16,5,W,D,0,1
1056,5,33,D,L,0,0
1057,16,4,W,L,0,1
1058,10,20,L,W,1,0
1059,6,31,L,L,1,0
1060,10,20,D,D,0,0
1061,12,16,L,D,1,0
1062,9,25,L,W,1,0
1063,9,22,L,D,1,0
1064,10,19,W,L,0,1
1065,8,24,L,D,1,0
1066,8,28,L,L,1,0
1067,14,10,W,D,0,1
1068,13,13,L,D,1,0
1069,8,28,L,L,1,0
1070,5,32,L,D,1,0
1071,6,33,L,D,1,0
1072,8,28,L,W,1,0
1073,6,33,D,L,0,0
1074,12,15,D,W,0,0
1075,7,28,L,L,1,0
1076,7,29,L,L,1,0
1077,6,28,D,D,0,0
1078,13,10,W,L,0,1
1079,13,10,D,L,0,0
1080,9,23,L,W,1,0
1081,11,23,L,D,1,0
1082,11,18,L,L,1,0
1083,12,16,L,W,1,0
1084,7,28,L,L,1,0
1085,16,8,W,W,0,1
1086,7,34,L,D,1,0
1087,11,18,D,D,0,0
1088,12,12,W,D,0,1
1089,12,13,L,L,1,0
1090,11,21,D,L,0,0
1091,4,36,L,L,1,0
1092,14,8,W,L,0,1
1093,4,33,L,L,1,0
1094,11,20,W,L,0,1
1095,13,11,L,L,1,0
1096,12,14,W,W,0,1
1097,8,25,W,L,0,1
1098,9,27,L,L,1,0
1099,13,14,D,D,0,0
1100,12,16,D,W,0,0
1101,11,17,L,L,1,0
1102,9,26,D,D,0,0
1103,12,15,L,L,1,0
1104,11,15,L,W,1,0
1105,9,25,W,L,0,1
1106,13,12,L,L,1,0
1107,8,26,D,L,0,0
1108,13,12,W,D,0,1
1109,12,18,L,W,1,0
1110,10,23,W,D,0,1
1111,6,33,D,L,0,0
1112,8,24,W,D,0,1
1113,12,14,D,L,0,0
1114,11,23,D,D,0,0
1115,18,3,W,W,0,1
1116,11,19,D,L,0,0
1117,13,11,L,W,1,0
1118,11,17,L,W,1,0
1119,7,29,L,L,1,0
1120,5,33,L,D,1,0
1121,3,35,L,L,1,0
1122,8,27,W,L,0,1
1123,12,12,L,D,1,0
1124,9,22,W,L,0,1
1125,6,32,D,W,0,0
1126,14,7,L,W,1,0
1127,14,11,D,W,0,0
1128,4,35,D,L,0,0
1129,7,29,W,L,0,1
1130,12,14,W,W,0,1
1131,9,23,W,L,0,1
1132,8,26,W,L,0,1
1133,8,27,L,L,1,0
1134,7,27,L,W,1,0
1135,12,15,L,D,1,0
1136,4,34,L,L,1,0
1137,11,25,D,D,0,0
1138,7,32,L,D,1,0
1139,13,13,L,W,1,0
1140,12,11,L,D,1,0
1141,2,36,L,L,1,0
1142,9,24,D,D,0,0
1143,13,13,D,W,0,0
1144,7,31,W,L,0,1
1145,8,28,D,D,0,0
1146,12,17,W,D,0,1
1147,7,30,L,L,1,0
1148,2,35,L,D,1,0
1149,10,19,W,D,0,1
1150,11,20,D,D,0,0
1151,11,19,L,L,1,0
1152,13,12,W,L,0,1
1153,9,25,D,L,0,0
1154,9,25,L,D,1,0
1155,17,2,L,W,1,0
1156,9,27,L,D,1,0
1157,16,7,L,W,1,0
1158,14,9,W,L,0,1
1159,8,30,L,L,1,0
1160,5,33,L,L,1,0
1161,8,27,L,L,1,0
1162,8,28,L,L,1,0
1163,9,22,L,D,1,0
1164,12,16,W,L,0,1
1165,15,11,W,L,0,1
1166,9,23,W,L,0,1
1167,10,21,L,W,1,0
1168,13,10,D,D,0,0
1169,14,10,W,D,0,1
1170,16,4,W,L,0,1
1171,7,31,L,L,1,0
1172,13,13,L,D,1,0
1173,8,27,L,D,1,0
1174,8,29,D,L,0,0
1175,11,17,L,D,1,0
1176,8,30,W,D,0,1
1177,3,35,L,D,1,0
1178,4,34,L,L,1,0
1179,6,32,W,D,0,1
1180,12,14,W,L,0,1
1181,7,28,L,L,1,0
1182,13,11,W,D,0,1
1183,9,26,L,D,1,0
1184,10,19,W,L,0,1
1185,7,31,L,D,1,0
1186,11,17,W,W,0,1
1187,14,8,W,W,0,1
1188,8,31,W,D,0,1
1189,7,32,D,L,0,0
1190,7,29,D,D,0,0
1191,10,20,W,L,0,1
1192,15,7,W,L,0,1
1193,9,24,L,L,1,0
1194,7,28,W,L,0,1
1195,12,16,W,L,0,1
1196,8,27,W,L,0,1
1197,9,27,L,D,1,0
1198,5,33,L,L,1,0
1199,6,31,L,L,1,0
1200,6,32,L,W,1,0
1201,15,6,W,D,0,1
1202,12,18,W,L,0,1
1203,11,19,D,D,0,0
1204,6,32,L,L,1,0
1205,6,28,L,D,1,0
1206,10,18,L,L,1,0
1207,10,21,W,L,0,1
1208,13,9,W,D,0,1
1209,16,6,L,D,1,0
1210,5,32,L,L,1,0
1211,13,12,L,L,1,0
1212,16,3,W,W,0,1
1213,11,19,W,W,0,1
1214,13,15,W,L,0,1
1215,10,21,L,L,1,0
1216,18,3,W,L,0,1
1217,10,23,L,D,1,0
1218,13,8,W,L,0,1
1219,10,24,D,L,0,0
1220,7,31,L,L,1,0
1221,15,6,W,W,0,1
1222,7,29,L,D,1,0
1223,5,34,L,D,1,0
1224,10,23,L,D,1,0
1225,10,24,W,L,0,1
1226,8,32,D,L,0,0
1227,4,34,L,D,1,0
1228,8,28,L,D,1,0
1229,7,31,D,L,0,0
1230,11,17,L,D,1,0
1231,15,9,D,L,0,0
1232,8,25,L,D,1,0
1233,10,25,L,W,1,0
1234,5,31,L,L,1,0
1235,9,27,L,W,1,0
1236,5,32,L,D,1,0
1237,10,20,L,W,1,0
1238,12,16,W,L,0,1
1239,3,36,L,L,1,0
1240,7,27,W,L,0,1
1241,4,34,L,L,1,0
1242,8,28,D,D,0,0
1243,6,32,W,D,0,1
1244,15,7,L,W,1,0
1245,6,31,D,L,0,0
1246,11,19,W,L,0,1
1247,10,21,W,L,0,1
1248,17,3,W,W,0,1
1249,6,30,L,L,1,0
1250,12,16,W,L,0,1
1251,13,13,L,L,1,0
1252,15,10,W,L,0,1
1253,4,33,D,L,0,0
1254,11,20,L,W,1,0
1255,13,13,W,L,0,1
1256,10,20,L,L,1,0
1257,5,33,L,L,1,0
1258,9,25,D,D,0,0
1259,5,32,W,L,0,1
1260,10,22,D,L,0,0
1261,15,7,L,L,1,0
1262,5,35,L,L,1,0
1263,8,27,L,L,1,0
1264,12,16,D,W,0,0
1265,13,14,L,W,1,0
1266,9,26,L,L,1,0
1267,17,3,W,W,0,1
1268,12,17,W,D,0,1
1269,11,18,L,L,1,0
1270,7,29,L,D,1,0
1271,4,35,D,D,0,0
1272,9,25,D,D,0,0
1273,8,26,L,D,1,0
1274,10,21,W,L,0,1
1275,9,24,D,L,0,0
1276,8,28,W,L,0,1
1277,11,19,W,L,0,1
1278,8,27,D,L,0,0
1279,12,12,L,L,1,0
1280,9,24,L,W,1,0
1281,13,15,D,D,0,0
1282,9,24,L,L,1,0
1283,16,3,W,D,0,1
1284,8,25,L,L,1,0
1285,13,14,L,L,1,0
1286,14,11,L,W,1,0
1287,8,23,D,L,0,0
1288,15,7,W,D,0,1
1289,6,30,D,L,0,0
1290,12,12,W,L,0,1
1291,7,32,D,D,0,0
1292,6,31,D,L,0,0
1293,7,29,L,L,1,0
1294,18,4,D,W,0,0
1295,15,6,L,D,1,0
1296,9,25,D,D,0,0
1297,13,14,L,W,1,0
1298,13,12,L,W,1,0
1299,12,16,D,W,0,0
1300,11,15,L,L,1,0
1301,11,18,W,L,0,1
1302,9,27,W,W,0,1
1303,18,2,W,W,0,1
1304,11,17,L,L,1,0
1305,10,23,L,L,1,0
1306,12,14,W,L,0,1
1307,9,25,L,L,1,0
1308,5,32,D,L,0,0
1309,7,32,D,L,0,0
1310,8,25,L,W,1,0
1311,5,31,D,L,0,0
1312,13,12,L,W,1,0
1313,14,12,D,W,0,0
1314,10,24,D,D,0,0
1315,9,24,D,L,0,0
1316,11,18,W,W,0,1
1317,9,25,W,L,0,1
1318,12,13,W,L,0,1
1319,10,20,L,L,1,0
1320,6,29,L,L,1,0
1321,11,23,L,W,1,0
1322,13,12,W,W,0,1
1323,18,4,W,W,0,1
1324,11,17,L,W,1,0
1325,11,20,W,L,0,1
1326,15,7,W,L,0,1
1327,9,25,W,L,0,1
1328,14,7,W,W,0,1
1329,8,27,W,L,0,1
1330,10,23,D,L,0,0
1331,6,31,L,L,1,0
1332,2,36,L,L,1,0
1333,3,34,L,L,1,0
1334,5,33,D,L,0,0
1335,8,27,L,L,1,0
1336,10,21,D,L,0,0
1337,4,35,L,D,1,0
1338,7,31,L,D,1,0
1339,6,32,L,W,1,0
1340,15,8,L,W,1,0
1341,13,9,W,L,0,1
1342,12,16,W,D,0,1
1343,4,33,W,L,0,1
1344,9,23,L,D,1,0
1345,15,7,L,W,1,0
1346,7,28,D,D,0,0
1347,16,5,W,L,0,1
1348,9,25,L,L,1,0
1349,8,27,L,L,1,0
1350,12,17,W,L,0,1
1351,11,19,D,D,0,0
1352,7,31,D,W,0,0
1353,14,8,W,W,0,1
1354,2,35,L,L,1,0
1355,14,10,D,L,0,0
1356,10,23,W,D,0,1
1357,8,28,L,L,1,0
1358,10,23,L,W,1,0
1359,12,16,L,W,1,0
1360,9,24,D,D,0,0
1361,15,8,D,L,0,0
1362,13,13,W,L,0,1
1363,5,34,L,D,1,0
1364,13,12,W,W,0,1
1365,7,30,L,L,1,0
1366,8,28,L,L,1,0
1367,9,24,W,L,0,1
1368,3,34,L,L,1,0
1369,8,29,L,L,1,0
1370,5,33,L,L,1,0
1371,10,25,D,D,0,0
1372,15,8,L,D,1,0
1373,13,12,W,L,0,1
1374,6,30,D,L,0,0
1375,11,20,L,W,1,0
1376,7,29,L,L,1,0
1377,7,30,L,L,1,0
1378,7,32,D,D,0,0
1379,13,12,D,L,0,0
1380,12,18,D,D,0,0
1381,6,31,W,L,0,1
1382,12,16,L,L,1,0
1383,6,32,L,L,1,0
1384,9,25,D,D,0,0
1385,9,22,D,D,0,0
1386,8,26,L,L,1,0
1387,10,21,L,L,1,0
1388,10,22,D,W,0,0
1389,13,12,L,W,1,0
1390,15,7,W,D,0,1
1391,7,30,L,L,1,0
1392,6,32,L,W,1,0
1393,9,24,D,L,0,0
1394,16,5,W,W,0,1
1395,13,13,L,L,1,0
1396,15,6,W,L,0,1
1397,8,29,D,L,0,0
1398,10,22,D,L,0,0
1399,7,27,L,L,1,0
1400,8,27,L,L,1,0
1401,12,15,D,D,0,0
1402,11,17,L,L,1,0
1403,17,2,W,D,0,1
1404,8,25,D,L,0,0
1405,5,34,L,L,1,0
1406,11,22,D,D,0,0
1407,13,8,D,W,0,0
1408,13,14,L,W,1,0
1409,11,18,D,W,0,0
1410,8,26,D,L,0,0
1411,9,23,D,D,0,0
1412,10,20,D,W,0,0
1413,10,23,W,L,0,1
1414,9,24,L,L,1,0
1415,15,9,L,L,1,0
1416,11,16,D,W,0,0
1417,10,19,D,W,0,0
1418,10,21,L,D,1,0
1419,10,22,D,L,0,0
1420,8,24,D,L,0,0
1421,4,36,W,L,0,1
1422,9,28,D,W,0,0
1423,10,20,L,W,1,0
1424,4,33,L,L,1,0
1425,6,32,L,D,1,0
1426,7,28,L,L,1,0
1427,10,16,L,L,1,0
1428,9,25,D,W,0,0
1429,13,13,L,W,1,0
1430,11,17,L,W,1,0
1431,14,9,L,W,1,0
1432,7,27,D,W,0,0
1433,7,32,L,D,1,0
1434,6,33,L,D,1,0
1435,10,22,L,D,1,0
1436,15,6,W,W,0,1
1437,9,20,L,W,1,0
1438,3,35,L,L,1,0
1439,11,16,L,D,1,0
1440,16,4,L,W,1,0
1441,10,19,L,L,1,0
1442,8,25,D,L,0,0
1443,5,33,L,W,1,0
1444,9,26,D,L,0,0
1445,16,5,L,W,1,0
1446,16,5,L,W,1,0
1447,16,9,W,D,0,1
1448,11,18,W,L,0,1
1449,4,35,D,L,0,0
1450,1,36,L,L,1,0
1451,12,17,D,W,0,0
1452,6,30,L,L,1,0
1453,11,19,D,L,0,0
1454,10,22,W,L,0,1
1455,12,18,L,W,1,0
1456,2,34,L,D,1,0
1457,4,33,D,L,0,0
1458,12,16,L,W,1,0
1459,11,20,D,L,0,0
1460,13,12,W,D,0,1
1461,13,14,L,D,1,0
1462,12,14,L,L,1,0
1463,12,18,W,L,0,1
1464,13,11,W,L,0,1
1465,15,9,W,D,0,1
1466,14,12,D,L,0,0
1467,9,26,D,D,0,0
1468,14,14,W,D,0,1
1469,11,18,L,L,1,0
1470,3,36,D,L,0,0
1471,13,13,L,W,1,0
1472,7,32,L,L,1,0
1473,14,8,L,D,1,0
1474,10,21,W,D,0,1
1475,7,29,L,L,1,0
1476,10,24,D,D,0,0
1477,9,25,W,L,0,1
1478,6,30,D,L,0,0
1479,13,10,L,L,1,0
1480,11,19,L,W,1,0
1481,5,32,D,L,0,0
1482,8,26,L,D,1,0
1483,2,35,D,L,0,0
1484,8,27,L,L,1,0
1485,13,14,D,W,0,0
1486,10,23,L,L,1,0
1487,6,33,L,W,1,0
1488,6,31,L,L,1,0
1489,19,2,D,W,0,0
1490,11,16,D,W,0,0
1491,13,10,L,L,1,0
1492,2,36,D,L,0,0
1493,8,29,D,W,0,0
1494,8,28,L,D,1,0
1495,7,30,L,L,1,0
1496,10,18,L,D,1,0
1497,6,28,D,L,0,0
1498,7,29,W,L,0,1
1499,9,25,W,L,0,1
1500,5,33,D,D,0,0
1501,4,33,W,L,0,1
1502,7,32,L,W,1,0
1503,14,12,D,W,0,0
1504,7,30,L,W,1,0
1505,12,13,L,L,1,0
1506,10,22,W,L,0,1
1507,10,19,L,W,1,0
1508,5,33,L,L,1,0
1509,14,11,D,W,0,0
1510,11,16,D,W,0,0
1511,5,33,L,L,1,0
1512,10,21,W,L,0,1
1513,8,25,L,L,1,0
1514,12,17,L,W,1,0
1515,14,5,D,L,0,0
1516,11,17,W,L,0,1
1517,12,17,W,W,0,1
1518,14,10,L,W,1,0
1519,8,30,W,W,0,1
1520,11,16,L,L,1,0
1521,10,22,L,L,1,0
1522,7,29,W,W,0,1
1523,15,6,W,W,0,1
1524,10,22,L,D,1,0
1525,10,23,L,D,1,0
1526,8,26,L,L,1,0
1527,5,35,L,D,1,0
1528,2,36,L,D,1,0
1529,11,17,L,D,1,0
1530,12,14,L,D,1,0
1531,19,2,W,W,0,1
1532,11,21,L,W,1,0
1533,8,27,D,D,0,0
1534,6,32,L,L,1,0
1535,10,23,D,L,0,0
1536,10,21,W,L,0,1
1537,11,18,D,W,0,0
1538,4,34,L,L,1,0
1539,17,6,W,D,0,1
1540,8,24,D,L,0,0
1541,7,29,L,L,1,0
1542,5,34,L,D,1,0
1543,15,5,W,L,0,1
1544,7,27,D,L,0,0
1545,4,34,L,L,1,0
1546,6,29,W,L,0,1
1547,11,17,L,W,1,0
1548,7,28,W,L,0,1
1549,12,16,L,W,1,0
1550,5,35,D,L,0,0
1551,15,9,W,W,0,1
1552,10,22,D,L,0,0
1553,4,36,D,L,0,0
1554,14,8,W,D,0,1
1555,15,5,W,L,0,1
1556,11,19,L,W,1,0
1557,7,26,D,L,0,0
1558,13,11,W,L,0,1
1559,9,29,L,L,1,0
1560,10,22,L,W,1,0
1561,16,4,W,W,0,1
1562,7,31,L,L,1,0
1563,9,24,L,W,1,0
1564,4,35,L,D,1,0
1565,17,4,W,W,0,1
1566,12,15,L,W,1,0
1567,6,30,D,L,0,0
1568,19,4,W,W,0,1
1569,8,26,D,L,0,0
1570,10,21,W,D,0,1
1571,15,7,W,L,0,1
1572,10,27,D,W,0,0
1573,10,21,L,W,1,0
1574,11,17,D,W,0,0
1575,12,11,W,D,0,1
1576,10,18,W,L,0,1
1577,9,25,L,L,1,0
1578,7,29,L,L,1,0
1579,8,29,D,L,0,0
1580,5,33,W,L,0,1
1581,10,22,L,L,1,0
1582,9,22,L,W,1,0
1583,11,17,W,D,0,1
1584,6,33,D,L,0,0
1585,8,28,L,L,1,0
1586,5,32,L,L,1,0
1587,15,6,D,L,0,0
1588,6,35,D,W,0,0
1589,9,25,L,L,1,0
1590,12,15,L,L,1,0
1591,13,16,W,L,0,1
1592,9,25,L,D,1,0
1593,12,16,D,D,0,0
1594,9,28,D,L,0,0
1595,6,30,L,L,1,0
1596,15,8,D,W,0,0
1597,11,18,L,W,1,0
1598,7,29,W,L,0,1
1599,10,23,L,L,1,0
1600,11,20,L,D,1,0
1601,10,22,L,D,1,0
1602,4,33,L,L,1,0
1603,10,22,D,L,0,0
1604,9,23,W,L,0,1
1605,15,10,W,D,0,1
1606,10,19,L,L,1,0
1607,11,16,L,D,1,0
1608,12,12,L,L,1,0
1609,10,21,L,L,1,0
1610,8,27,D,L,0,0
1611,11,20,L,D,1,0
1612,7,31,L,W,1,0
1613,12,16,D,D,0,0
1614,11,20,W,L,0,1
1615,5,34,D,D,0,0
1616,14,6,W,D,0,1
1617,11,23,L,L,1,0
1618,8,30,L,L,1,0
1619,9,25,L,W,1,0
1620,6,31,D,D,0,0
1621,9,21,W,L,0,1
1622,14,10,L,D,1,0
1623,9,25,L,L,1,0
1624,12,12,L,L,1,0
1625,12,13,L,W,1,0
1626,13,12,W,L,0,1
1627,11,16,L,W,1,0
1628,6,32,L,L,1,0
1629,4,36,D,L,0,0
1630,8,25,L,L,1,0
1631,11,20,D,L,0,0
1632,6,31,D,L,0,0
1633,9,20,L,W,1,0
1634,9,25,L,D,1,0
1635,13,14,L,L,1,0
1636,12,16,W,W,0,1
1637,10,21,L,D,1,0
1638,14,5,W,W,0,1
1639,6,31,L,D,1,0
1640,13,14,W,L,0,1
1641,5,34,L,W,1,0
1642,7,31,W,W,0,1
1643,3,36,L,L,1,0
1644,6,33,D,L,0,0
1645,12,17,D,D,0,0
1646,6,33,L,W,1,0
1647,9,25,L,L,1,0
1648,12,13,L,L,1,0
1649,9,25,L,L,1,0
1650,12,15,W,D,0,1
1651,10,21,D,L,0,0
1652,3,36,D,L,0,0
1653,9,24,D,D,0,0
1654,9,24,L,D,1,0
1655,6,33,L,D,1,0
1656,12,16,D,D,0,0
1657,10,25,D,D,0,0
1658,11,17,L,W,1,0
1659,13,10,W,L,0,1
1660,7,27,D,L,0,0
1661,15,8,D,L,0,0
1662,7,29,L,L,1,0
1663,2,35,D,L,0,0
1664,7,31,L,W,1,0
1665,8,25,D,L,0,0
1666,18,3,W,W,0,1
1667,11,18,W,W,0,1
1668,11,19,L,W,1,0
1669,9,25,L,D,1,0
1670,13,13,L,L,1,0
1671,7,29,L,L,1,0
1672,8,23,L,L,1,0
1673,16,8,L,D,1,0
1674,11,19,L,W,1,0
1675,7,29,L,L,1,0
1676,11,18,W,L,0,1
1677,12,17,W,W,0,1
1678,16,4,W,W,0,1
1679,4,35,L,L,1,0
1680,10,19,W,W,0,1
1681,17,3,W,W,0,1
1682,10,21,W,D,0,1
1683,6,32,L,L,1,0
1684,11,16,W,L,0,1
1685,11,14,W,L,0,1
1686,5,34,D,L,0,0
1687,13,12,L,L,1,0
1688,5,32,L,L,1,0
1689,8,29,L,D,1,0
1690,15,10,W,L,0,1
1691,4,34,L,L,1,0
1692,4,35,L,L,1,0
1693,14,10,W,W,0,1
1694,10,22,W,L,0,1
1695,12,18,W,L,0,1
1696,7,29,W,L,0,1
1697,6,30,L,L,1,0
1698,7,28,L,L,1,0
1699,8,26,D,L,0,0
1700,6,33,L,L,1,0
1701,6,30,L,L,1,0
1702,14,10,W,L,0,1
1703,8,28,L,L,1,0
1704,10,23,D,L,0,0
1705,10,18,W,L,0,1
1706,10,21,L,W,1,0
1707,7,30,L,L,1,0
1708,11,16,L,W,1,0
1709,6,30,D,L,0,0
1710,16,5,L,W,1,0
1711,14,9,D,W,0,0
1712,13,13,W,L,0,1
1713,9,24,L,L,1,0
1714,16,5,D,L,0,0
1715,8,27,L,D,1,0
1716,5,32,W,L,0,1
1717,7,32,L,L,1,0
1718,13,13,L,W,1,0
1719,3,35,L,L,1,0
1720,5,32,D,D,0,0
1721,16,6,D,W,0,0
1722,4,35,L,W,1,0
1723,10,23,L,D,1,0
1724,5,36,D,L,0,0
1725,8,30,L,L,1,0
1726,19,3,L,W,1,0
1727,14,8,L,D,1,0
1728,18,2,L,W,1,0
1729,8,28,L,L,1,0
1730,15,10,W,D,0,1
1731,11,16,L,W,1,0
1732,17,4,L,W,1,0
1733,8,28,W,D,0,1
1734,13,11,W,D,0,1
1735,11,22,L,D,1,0
1736,8,29,L,W,1,0
1737,8,27,L,L,1,0
1738,4,34,L,L,1,0
1739,7,32,D,W,0,0
1740,6,31,D,L,0,0
1741,4,34,L,L,1,0
1742,11,19,D,L,0,0
1743,12,14,W,L,0,1
1744,8,27,L,L,1,0
1745,16,6,W,L,0,1
1746,10,20,L,L,1,0
1747,14,12,D,W,0,0
1748,9,27,L,D,1,0
1749,10,21,W,L,0,1
1750,8,29,L,L,1,0
1751,5,33,D,L,0,0
1752,15,5,W,W,0,1
1753,9,27,L,W,1,0
1754,15,8,W,L,0,1
1755,9,25,L,L,1,0
1756,9,27,D,L,0,0
1757,5,33,D,L,0,0
1758,11,19,D,D,0,0
1759,11,17,L,W,1,0
1760,5,31,D,L,0,0
1761,6,32,L,L,1,0
1762,5,32,L,L,1,0
1763,8,28,L,D,1,0
1764,13,12,W,L,0,1
1765,8,25,L,D,1,0
1766,4,33,L,D,1,0
1767,9,22,L,L,1,0
1768,19,2,L,W,1,0
1769,12,15,L,L,1,0
1770,19,2,W,D,0,1
1771,10,21,L,W,1,0
1772,5,34,L,L,1,0
1773,8,27,L,L,1,0
1774,6,31,D,D,0,0
1775,8,26,L,L,1,0
1776,9,21,W,L,0,1
1777,12,15,D,W,0,0
1778,10,19,W,D,0,1
1779,6,31,D,L,0,0
1780,14,11,D,L,0,0
1781,11,21,W,W,0,1
1782,14,10,W,D,0,1
1783,14,11,W,W,0,1
1784,10,23,D,D,0,0
1785,13,10,D,W,0,0
1786,10,20,L,L,1,0
1787,12,14,L,L,1,0
1788,16,6,L,W,1,0
1789,9,23,D,L,0,0
1790,8,28,D,L,0,0
1791,5,33,L,D,1,0
1792,10,22,L,L,1,0
1793,11,17,W,L,0,1
1794,9,23,W,L,0,1
1795,6,34,L,W,1,0
1796,4,36,L,L,1,0
1797,8,27,L,L,1,0
1798,7,30,L,D,1,0
1799,14,8,W,W,0,1
1800,9,23,L,D,1,0
1801,10,22,L,W,1,0
1802,7,30,L,L,1,0
1803,15,7,W,L,0,1
1804,7,29,L,D,1,0
1805,6,34,L,L,1,0
1806,11,19,L,L,1,0
1807,14,11,D,W,0,0
1808,10,22,D,D,0,0
1809,7,30,L,D,1,0
1810,8,25,L,D,1,0
1811,9,26,D,D,0,0
1812,10,23,L,D,1,0
1813,8,28,L,D,1,0
1814,11,17,L,L,1,0
1815,17,1,W,D,0,1
1816,9,23,W,L,0,1
1817,7,30,L,L,1,0
1818,8,28,D,L,0,0
1819,7,26,L,L,1,0
1820,12,13,W,L,0,1
1821,5,33,L,D,1,0
1822,12,15,W,L,0,1
1823,2,35,L,L,1,0
1824,16,5,W,W,0,1
1825,5,32,D,L,0,0
1826,11,18,D,W,0,0
1827,14,9,W,D,0,1
1828,6,32,L,L,1,0
1829,12,16,L,D,1,0
1830,8,28,L,D,1,0
1831,6,31,W,W,0,1
1832,8,25,W,L,0,1
1833,11,22,L,L,1,0
1834,13,14,L,D,1,0
1835,8,27,D,D,0,0
1836,14,9,L,W,1,0
1837,9,27,L,W,1,0
1838,5,32,L,W,1,0
1839,7,33,L,L,1,0
1840,12,14,L,L,1,0
1841,7,28,L,L,1,0
1842,7,32,L,L,1,0
1843,16,7,L,W,1,0
1844,6,31,L,L,1,0
1845,8,27,W,W,0,1
1846,17,3,D,L,0,0
1847,8,28,L,D,1,0
1848,12,15,D,W,0,0
1849,7,29,W,L,0,1
1850,12,16,L,L,1,0
1851,6,31,D,L,0,0
1852,11,20,D,L,0,0
1853,10,21,D,L,0,0
1854,10,22,L,L,1,0
1855,9,24,D,L,0,0
1856,6,29,L,L,1,0
1857,5,32,L,L,1,0
1858,11,17,W,D,0,1
1859,13,10,W,W,0,1
1860,7,29,W,L,0,1
1861,7,32,L,D,1,0
1862,6,31,L,L,1,0
1863,10,22,L,D,1,0
1864,13,14,W,D,0,1
1865,9,25,L,L,1,0
1866,10,21,L,D,1,0
1867,12,15,W,L,0,1
1868,12,14,L,W,1,0
1869,10,24,W,D,0,1
1870,8,30,D,D,0,0
1871,13,9,D,W,0,0
1872,8,27,D,L,0,0
1873,12,16,W,W,0,1
1874,2,36,L,L,1,0
1875,11,18,L,W,1,0
1876,9,23,L,W,1,0
1877,13,13,W,D,0,1
1878,7,28,L,L,1,0
1879,6,34,L,L,1,0
1880,2,35,L,L,1,0
1881,5,33,L,L,1,0
1882,10,20,W,L,0,1
1883,11,20,L,D,1,0
1884,12,13,L,W,1,0
1885,16,4,W,L,0,1
1886,5,35,L,L,1,0
1887,9,27,W,L,0,1
1888,8,25,D,L,0,0
1889,10,22,W,D,0,1
1890,7,27,L,D,1,0
1891,11,16,L,W,1,0
1892,12,18,W,D,0,1
1893,13,12,D,L,0,0
1894,8,28,D,D,0,0
1895,9,26,D,L,0,0
1896,8,27,L,D,1,0
1897,16,7,D,L,0,0
1898,3,34,L,L,1,0
1899,10,20,L,W,1,0
1900,10,21,D,L,0,0
1901,10,26,W,L,0,1
1902,4,36,L,D,1,0
1903,14,8,L,D,1,0
1904,12,13,L,L,1,0
1905,11,19,L,D,1,0
1906,9,24,D,L,0,0
1907,9,22,D,W,0,0
1908,16,7,W,L,0,1
1909,12,19,W,L,0,1
1910,9,22,D,L,0,0
1911,11,19,L,D,1,0
1912,12,16,L,D,1,0
1913,12,17,L,W,1,0
1914,10,21,D,L,0,0
